WB1M,WB1Y,WB2,WB3,WB4,WB5,WB7,WAGE,WB8,MT6,MT9,MT10,MT13A,MT13B,MT13C,MT13D,MT13E,MT13X,CM1,CM5A,CM5B,CM6,CM7A,CM7B,CM8,CM9A,CM9B,CM10,CM12M,DB1,DB2,MN20,MN24,CP1,CP2,CP2A,CP5,DV1A,DV1B,DV1C,DV1D,DV1E,DV1F,DV1G,DV1H,DV1I,MA1,MA5,MA6,MA8M,MA8Y,MA9,SB1,SB14,SB15,HA1,HA2,HA3,HA4,HA5,HA6,HA7,HA8A,HA8B,HA8C,HA8BB,HA9,HA9A,HA10,HA11,HA12,HA12A,HA12B,HA12C,HA12D,HH7,WAGEM,MSTATUS,CEB,CSURV,CDEAD,wmweight,welevel,wscore,windex5
8,1995,19,Yes,Secondary,1,,15-19,Christianity,Yes,Yes,Yes, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,DK / Not sure / Depends,No,,Lubombo,,Never married/in union,0,0,0,.7681930535893918,Secondary,.568678180088777,Fourth
6,1996,18,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,No,Yes,Yes, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,Yes,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,,Lubombo,,Never married/in union,0,0,0,.7681930535893918,Primary,.568678180088777,Fourth
6,1996,18,Yes,High,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,DK,DK,Yes,Yes,Yes,Yes,DK,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Lubombo,,Never married/in union,0,0,0,.6798765445019823,Higher,-.0726586708401939,Middle
6,1996,18,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,DK,Yes,DK,No,Yes,Yes,Yes,No,DK,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Lubombo,,Never married/in union,0,0,0,.6798765445019823,Primary,-.0726586708401939,Middle
7,1998,16,Yes,Secondary,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,,Lubombo,,Never married/in union,0,0,0,.6798765445019823,Secondary,-.5271352082293082,Second
3,1999,15,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,No,Lubombo,,Never married/in union,0,0,0,.6798765445019823,Secondary,-.5271352082293082,Second
1,1995,19,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,Yes,No,No,No,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,,Lubombo,,Never married/in union,0,0,0,.6798765445019823,Secondary,.3205603039921669,Fourth
4,1997,17,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,DK,Yes,Yes,Yes,Yes,Yes,No,Yes,DK / Not sure / Depends,Yes,Yes,No,Lubombo,,Never married/in union,0,0,0,.6798765445019823,Secondary,-.1009387400994057,Middle
5,1995,19,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,No,Yes,No,No,No,No,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Lubombo,,Never married/in union,0,0,0,.6798765445019823,Secondary,-.1201451607852377,Middle
5,1999,15,Yes,Secondary,2,,15-19,Christianity,Yes,Yes,Yes, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,Yes,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,DK,Yes,Yes,No,Yes,No,Yes,Yes,No,,Lubombo,,Never married/in union,0,0,0,.6798765445019823,Secondary,-.1201451607852377,Middle
3,1998,16,Yes,Secondary,0,,15-19,Christianity,Yes,Yes,Yes,A, , , , , ,No,,,,,,No,,,0,,,,,,No,Yes,,,Yes,DK,Yes,No,No,No,DK,No,Yes,"No, not in union",No,,,,,15,,1,Yes,Yes,No,Yes,No,No,Yes,DK,DK,DK,,Yes,Yes,Yes,No,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,Lubombo,,Never married/in union,0,0,0,.7179079527384918,Secondary,-.393937980440357,Second
9,1995,18,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,Yes,1,0,No,,,No,,,1,3,No,Later,Very large,Yes,No,Yes,,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,17,,6,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Lubombo,,Never married/in union,1,1,0,.7179079527384918,Secondary,-.9822197437740743,Poorest
11,1996,17,Yes,High,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,17,,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,DK,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Lubombo,,Never married/in union,0,0,0,.5550323794756865,Higher,.3311659190412006,Fourth
4,1996,18,Yes,High,2,,15-19,Christianity,No,No,, , , , , , ,Yes,1,0,No,,,No,,,1,5,No,No more,Larger than average,Yes,No,Yes,,Yes,Yes,No,No,Yes,No,No,Yes,No,No,"No, not in union",No,,,,,18,,1,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Missing,Yes,Yes,Yes,Yes,Yes,No,,Lubombo,,Never married/in union,1,1,0,.5550323794756865,Higher,-.0604455461035016,Middle
12,1997,16,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,Missing,,No,No,No,No,No,No,Yes,Yes,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Lubombo,,Never married/in union,0,0,0,.5550323794756865,Secondary,-.8279215449014756,Second
2,1998,16,Yes,Secondary,2,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,Yes,No,Yes,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,Lubombo,,Never married/in union,0,0,0,.5550323794756865,Secondary,-.8279215449014756,Second
8,1998,16,Yes,Primary,6,Able to read only parts of sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,Yes,,No,No,No,No,No,Yes,Yes,Yes,No,Yes,"No, not in union",No,,,,,15,,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,Lubombo,,Never married/in union,0,0,0,.5550323794756865,Primary,.737970152808282,Fourth
11,1998,15,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,Yes,DK,No,DK,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Lubombo,,Never married/in union,0,0,0,.873680433049674,Primary,-.8229938494291968,Second
12,1997,16,Yes,Secondary,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,Lubombo,,Never married/in union,0,0,0,.873680433049674,Secondary,-.5523860667468981,Second
7,1995,19,Yes,High,2,,15-19,Christianity,Yes,Yes,Yes,A, ,C, , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,19,,1,Yes,Yes,No,DK,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Lubombo,,Never married/in union,0,0,0,1.108888842893161,Higher,1.030665895109695,Richest
7,1999,15,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,Yes,Yes,No,Yes,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,No,No,Yes,Yes,No,Yes,No,No,No,,Yes,Yes,No,Yes,Yes,No,Yes,No,,Lubombo,,Never married/in union,0,0,0,1.108888842893161,Primary,-.1805550964688536,Middle
4,1996,18,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,Yes,Yes,No,No,No,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,,Lubombo,,Never married/in union,0,0,0,1.108888842893161,Secondary,-.003674769878953,Middle
2,1997,17,Yes,High,0,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,Yes,Yes,DK,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Lubombo,,Never married/in union,0,0,0,1.108888842893161,Higher,-.003674769878953,Middle
8,1997,17,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,DK,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,Lubombo,,Never married/in union,0,0,0,1.108888842893161,Secondary,-.2737032463516377,Middle
5,1998,16,Yes,Secondary,2,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,DK,No,No,DK,DK,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Lubombo,,Never married/in union,0,0,0,.805058757965913,Secondary,-1.176281794819384,Poorest
6,1999,15,Yes,Primary,5,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,DK,No,No,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,Yes,No,Yes,Yes,Yes,Yes,No,,Lubombo,,Never married/in union,0,0,0,.805058757965913,Primary,-.3305873352909122,Middle
5,1999,15,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,Yes,Yes,No,No,No,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Lubombo,,Never married/in union,0,0,0,.805058757965913,Primary,-.3305873352909122,Middle
5,1995,19,Yes,Primary,7,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,Yes,,,No,No,No,No,No,Yes,Yes,No,Yes,"No, not in union",No,,,,,16,,1,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Lubombo,,Never married/in union,0,0,0,.805058757965913,Primary,-2.241918824541209,Poorest
3,1995,19,Yes,Primary,5,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,Yes,1,0,No,,,No,,,1,7,Yes,,Very small,Yes,No,No,No,,No,No,No,Yes,No,No,Yes,No,No,"No, not in union",No,,,,,15,,3,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Lubombo,,Never married/in union,1,1,0,.563932315589728,Primary,-2.66568664904713,Poorest
3,1997,17,Yes,Secondary,3,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,Unsure or DK,No,No,,No,No,Yes,No,No,No,Yes,No,No,"Yes, currently married",,,4,2014,,15,,2,Yes,Yes,No,Yes,DK,Missing,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,DK / Not sure / Depends,DK / Not sure / Depends,Lubombo,17,Currently married/in union,0,0,0,.563932315589728,Secondary,-1.035472337961499,Poorest
5,1998,16,Yes,Primary,5,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,No,Yes,No,Yes,No,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,Lubombo,,Never married/in union,0,0,0,.563932315589728,Primary,-.9268240890709498,Poorest
2,1996,18,Yes,Primary,5,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,Yes,,,Yes,1,0,No,,,1,3,No,Later,Average,Yes,No,Yes,,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,"No, not in union",No,,,,,16,,1,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Lubombo,,Never married/in union,1,1,0,.563932315589728,Primary,-.9268240890709498,Poorest
3,1996,18,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,Yes,1,0,No,,,No,,,1,5,No,No more,Average,Yes,No,Yes,,Yes,No,No,No,Yes,No,No,Yes,No,No,"No, not in union",No,,,,,17,,1,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Lubombo,,Never married/in union,1,1,0,2.129902579367289,Primary,-2.166361318639415,Poorest
7,1995,19,Yes,Primary,7,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,Yes,1,0,No,,,No,,,1,9,No,No more,Average,Yes,No,Yes,,Yes,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,17,,1,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Lubombo,,Never married/in union,1,1,0,2.129902579367289,Primary,-2.166361318639415,Poorest
9,1998,15,Yes,Secondary,1,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,Yes,Yes,No,No,No,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,No,No,Yes,DK,Yes,Yes,Yes,Yes,No,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Lubombo,,Never married/in union,0,0,0,2.129902579367289,Secondary,-1.540402603771691,Poorest
3,1999,15,Yes,Primary,5,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Lubombo,,Never married/in union,0,0,0,2.129902579367289,Primary,-1.540402603771691,Poorest
4,1995,19,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,Yes,1,0,No,,,No,,,1,6,Yes,,Average,Yes,No,No,No,,No,Yes,No,No,No,No,Yes,Yes,No,"Yes, currently married",,,6,2013,,18,,1,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Lubombo,18,Currently married/in union,1,1,0,2.129902579367289,Primary,-1.586266344881127,Poorest
1,1997,17,Yes,Secondary,1,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,Missing,,No,No,No,Yes,No,Yes,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Lubombo,,Never married/in union,0,0,0,.8555010360339526,Secondary,.0014988129546143,Middle
8,1998,15,Yes,Primary,5,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,Missing,,No,No,No,Yes,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Lubombo,,Never married/in union,0,0,0,.8555010360339526,Primary,-.2315085937959152,Middle
8,1998,16,Yes,Secondary,1,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,Yes,No,No,No,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,Lubombo,,Never married/in union,0,0,0,.8555010360339526,Secondary,-1.703848083355166,Poorest
2,1995,19,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,Yes,0,1,No,,,No,,,1,12,No,Later,Average,Yes,No,No,No,,No,No,Yes,No,No,No,Yes,No,No,"No, not in union",No,,,,,17,,2,Yes,Yes,No,Yes,DK,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Lubombo,,Never married/in union,1,1,0,.4450642294605205,Primary,-.5234252259746417,Second
7,1997,17,Yes,High,0,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,"Yes, currently pregnant",,Yes,,No,No,No,Yes,No,Yes,Yes,No,No,"No, not in union",No,,,,,17,,1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,DK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Lubombo,,Never married/in union,0,0,0,.9750530215017217,Higher,-.9606949399645529,Poorest
8,1997,17,Yes,Secondary,2,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,Yes,,,Yes,Yes,No,No,No,No,Yes,No,Yes,"No, not in union",No,,,,,15,,1,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Lubombo,,Never married/in union,0,0,0,.9750530215017217,Secondary,-.9606949399645529,Poorest
1,1995,19,Yes,Secondary,2,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,Yes,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,,Lubombo,,Never married/in union,0,0,0,.9750530215017217,Secondary,.7299544289642268,Fourth
8,1997,17,Yes,Secondary,2,,15-19,Christianity,Yes,Yes,Yes,A, , , ,E, ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,Lubombo,,Never married/in union,0,0,0,.9750530215017217,Secondary,.7299544289642268,Fourth
8,1998,16,Yes,Primary,5,Able to read whole sentence,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,Yes,Yes,DK,No,Yes,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Lubombo,,Never married/in union,0,0,0,.9750530215017217,Primary,.7299544289642268,Fourth
8,1997,17,Yes,High,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Lubombo,,Never married/in union,0,0,0,.5163767530073262,Higher,1.714627611158494,Richest
4,1999,15,Yes,High,0,,15-19,Christianity,Yes,Yes,Yes, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,DK / Not sure / Depends,Yes,No,,Lubombo,,Never married/in union,0,0,0,.5163767530073262,Higher,1.254135437342037,Richest
8,1995,19,Yes,Secondary,2,,15-19,Christianity,No,No,, , , , , , ,Yes,,,Yes,1,1,No,,,2,9,,,,,No,Yes,,Yes,No,No,No,No,No,No,No,No,No,"Yes, living with a man",,,1,2013,,15,,2,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Lubombo,17,Currently married/in union,2,2,0,.5163767530073262,Secondary,.7200949025532382,Fourth
9,1999,15,Yes,Secondary,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,DK,No,No,No,DK,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,DK,DK,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,Yes,No,DK / Not sure / Depends,No,,Lubombo,,Never married/in union,0,0,0,1.771733038934781,Secondary,1.262328568950873,Richest
4,1997,17,Yes,Secondary,2,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Lubombo,,Never married/in union,0,0,0,1.771733038934781,Secondary,1.203936963346123,Richest
9,1998,16,Yes,Primary,6,Cannot read at all,15-19,Christianity,No,No,, , , , , , ,Yes,,,Yes,1,0,No,,,1,8,,,,,No,Yes,,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,13,,4,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,No,No,Yes,No,Yes,No,,Lubombo,,Never married/in union,1,1,0,1.771733038934781,Primary,1.203936963346123,Richest
4,1999,15,Yes,Secondary,2,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,No,DK,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,Yes,No,,Lubombo,,Never married/in union,0,0,0,1.271161693540375,Secondary,1.239721968011285,Richest
11,1995,18,Yes,High,1,,15-19,Christianity,Yes,Yes,Yes, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,Yes,No,,Lubombo,,Never married/in union,0,0,0,1.271161693540375,Higher,1.189482864261773,Richest
1,1996,18,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,Yes,1,0,No,,,No,,,1,9,No,Later,Larger than average,Yes,No,Yes,,Yes,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,17,,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,DK,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,Lubombo,,Never married/in union,1,1,0,2.936642247078009,Secondary,1.023413740639893,Richest
7,1996,18,Yes,Secondary,1,,15-19,Christianity,No,No,, , , , , , ,Yes,1,0,No,,,No,,,1,10,No,Later,Average,Yes,No,Yes,,Yes,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,15,,1,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,,Lubombo,,Never married/in union,1,1,0,2.936642247078009,Secondary,1.108914378809477,Richest
12,1997,16,Yes,High,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Lubombo,,Never married/in union,0,0,0,1.636324052425894,Higher,1.399519262825234,Richest
9,1996,17,Yes,High,2,,15-19,Christianity,Yes,Yes,Yes,A, ,C, , , ,No,,,,,,No,,,0,,,,,,No,No,Missing,,No,No,No,Yes,No,Yes,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Lubombo,,Never married/in union,0,0,0,.834398677145115,Higher,-.8704215826028092,Second
